n,p,d,overlap,c,ks
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,5.5556,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,6.6667,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,7.7778,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,8.8889,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.33,10,6.6581
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,0,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
1000,0.5,5,0.5,1.1111,10
